Transaction_ID,Date, Customer_ID,Customer_Name,Customer_Gender,Customer_Region,Category ,Price,Discount_Amount,Quantity ,Payment_Method,Store_Location,Online/Offline, Product_Rating
T000472,2024-01-05,C1192,Heather Brennan,Male,North,Furniture,296.07,9.81,,,Store A,Offline,4.5
T000473,2024-12-17,C1084,Michael Allen,Female,East,Furniture,454.36,10.59,10.0,,Store C,Offline,4.1
T000474,2024-01-20,C1370,Stacy Davis,Female,NORTH,Furniture,652.01,2.59,3.0,Credit Card,Store D,,1.4
T000475,2024-04-28,C1383,Jennifer Khan,,West,,641.34,,3.0,Credit Card,Store B,Offline,3.1
T000476,2023-07-09,C1380,John Ruiz,Female,NORTH,Grocery,485.73,2.99,8.0,Online Payment,Store C,Online,2.2
T000477,2023-09-11,C1380,,Female,Est,Furniture,530.2,,8.0,Cash,Store D,Offline,1.4
,2024-02-16,C1400,Shannon Travis,Male,south,Grocery,561.13,5.4,10.0,Online Payment,Store C,Offline,4.7
T000479,2024-08-19,C1338,Juan Johnson,Female,south,Furniture,210.34,,,Debit Card,Store A,Online,2.0
,2023-01-13,,Kimberly Brown,Female,North,Furnitures,614.46,,1.0,Cash,Store D,Offline,3.4
T000481,2023-06-22,,Jennifer Morales,Male,West,Furnitures,863.77,,9.0,Credit Card,,Online,1.9
T000482,2024-02-25,C1353,Tanya Tate,Female,Est,Electronics,54.31,,5.0,Credit Card,Store D,Offline,2.0
,2024-04-14,C1046,Amber Foley,Male,Est,Furniture,820.71,9.15,3.0,,Store C,Online,1.7
T000484,2023-09-21,C1114,Christopher Farley,Female,South,Electronics,686.27,,2.0,Credit Card,Store A,Offline,1.1
T000485,2024-09-01,,Morgan Murray,Female,South,Grocery,197.02,3.83,8.0,Online Payment,Store D,Online,2.6
T000486,2024-10-15,C1310,Savannah Carr,Male,East,ELECTRONIC,462.89,,1.0,Cash,Store B,Online,
T000487,2023-09-17,C1064,Ernest Pope,Female,WST,Furniture,497.55,7.28,8.0,Cash,Store C,Online,1.2
T000488,2024-07-02,C1126,Gregory Lopez,Female,south,Grocery,,,10.0,Credit Card,Store A,Offline,
T000489,2023-05-10,C1120,Brent Gonzales,Male,West,Furnitures,315.74,6.25,3.0,Debit Card,Store C,Online,3.4
T000490,2024-11-22,C1433,Trevor Williams,Male,East,Furniture,379.43,14.37,6.0,Online Payment,Store B,Offline,1.7
T000491,2024-04-17,C1208,Evan Williams,Female,East,electronic,881.46,,3.0,Cash,Store A,Offline,
T000492,2024-07-16,C1445,Dr. Matthew Anderson,Female,Est,Electronics,919.87,,6.0,Debit Card,Store D,Online,1.9
T000493,2024-09-17,C1069,Amanda Gillespie,Male,WST,Electronics,505.75,1.79,1.0,Online Payment,Store B,Online,3.8
T000494,2023-12-27,C1385,,Male,WST,Grocery,18.5,3.23,7.0,Online Payment,,Online,4.7
T000495,2023-09-01,C1169,Angela Shaw,Male,NORTH,Furnitures,26.96,12.87,9.0,Debit Card,Store B,Offline,4.1
T000496,2023-03-18,C1052,John Campbell,,East,Furnitures,558.31,,8.0,Cash,Store C,Offline,4.6
T000497,2023-02-18,C1337,Catherine Williams,Male,Est,Electronics,539.43,12.24,2.0,Credit Card,,Online,
T000498,2023-12-18,C1234,,Male,East,Furniture,560.85,,3.0,Debit Card,Store C,Online,2.6
T000499,2023-01-28,C1200,Stephanie Martin,,South,Grocery,,3.19,9.0,Cash,Store A,Offline,1.6
T000500,2023-11-20,C1072,Victoria Wallace,Male,Est,Grocery,396.61,6.83,4.0,Credit Card,Store B,Offline,3.9
T000501,2024-09-04,C1329,Kristen Cruz,Male,,Electronics,746.36,0.06,,Online Payment,Store A,Online,4.5
T000502,2024-02-17,C1107,Timothy Coleman,Male,North,,568.43,3.07,,Credit Card,Store B,Online,4.7
T000503,2023-07-20,C1152,Jason Sherman,Male,NORTH,Grocery,207.04,2.38,1.0,Online Payment,Store C,Offline,2.0
T000504,2024-12-27,,,Male,West,Grocery,506.63,3.74,3.0,Online Payment,Store A,Online,
T000505,2024-02-28,,Daniel Everett,,,Electronics,984.89,,9.0,Online Payment,Store D,Offline,2.0
T000506,2023-10-22,C1441,Henry Hunter,Female,WST,Electronics,950.58,5.21,3.0,Cash,,Online,4.3
T000507,2024-12-20,C1092,Dawn Curry,Male,West,ELECTRONIC,781.92,5.21,1.0,Debit Card,Store A,Offline,
T000508,2024-01-29,C1155,Brian Brennan,Female,North,ELECTRONIC,368.38,,9.0,Credit Card,Store D,Online,1.4
T000509,2024-12-20,C1194,Sally Gonzalez,Female,south,Grocery,420.93,3.74,,Debit Card,Store D,Online,3.4
,2024-06-02,C1134,Julia Williamson,Female,south,Grocery,,9.31,4.0,Cash,Store C,Online,1.5
T000511,2024-09-28,C1404,Tracy Jimenez,Female,North,Furnitures,924.54,,7.0,Online Payment,Store D,Offline,3.3
T000512,2023-04-13,C1170,Megan Moore,Female,East,electronic,673.56,5.0,3.0,Cash,Store B,Online,1.0
T000513,2024-06-27,C1457,Brian Oliver,Male,NORTH,Furniture,183.53,6.69,1.0,Online Payment,,Offline,1.3
T000514,2024-03-14,C1092,Christopher Davis,Female,North,Furniture,694.88,1.18,7.0,Debit Card,,Offline,1.2
,2023-06-21,C1484,David Stewart,Male,Est,Grocery,427.54,4.67,10.0,Debit Card,Store A,Offline,4.0
T000516,2023-06-20,C1183,Belinda Hensley,Male,WST,Electronics,406.31,,6.0,Debit Card,Store B,Offline,1.3
T000517,2023-08-16,C1282,Rebecca Carson,,Est,Clothing,,13.73,10.0,Debit Card,Store C,Online,4.5
T000518,2024-09-18,C1166,Mr. George Sims II,Female,WST,Furniture,179.01,,3.0,Cash,Store A,Offline,3.7
T000519,2023-04-18,C1248,Steven Chan,Male,NORTH,electronic,323.85,,6.0,,Store B,Offline,3.4
T000520,2024-05-27,,Karen Rocha,,NORTH,Clothing,375.24,10.48,4.0,Credit Card,Store C,Offline,1.5
T000521,2024-11-03,C1318,Cole Robinson,Male,East,ELECTRONIC,482.86,5.49,7.0,Credit Card,,Offline,1.5
T000522,2023-03-17,C1193,Harold Douglas,Male,south,ELECTRONIC,324.24,12.74,3.0,Debit Card,Store A,Offline,4.7
T000523,2024-11-20,,Melissa Hodge,Male,NORTH,Electronics,471.79,3.22,,Online Payment,Store D,,3.1
T000524,2023-11-03,,Joseph Stanley,Female,North,ELECTRONIC,842.11,6.81,,Online Payment,,Online,1.2
T000525,2024-04-28,C1417,Robert Smith,Female,South,Furniture,326.18,12.71,9.0,Online Payment,Store B,Offline,1.3
T000526,2024-07-19,,Tonya Dodson,Female,West,Furniture,587.49,8.65,8.0,Online Payment,Store A,Online,1.7
T000527,2023-08-16,C1469,Jacqueline Leon,Male,South,Clothing,120.32,,2.0,Credit Card,Store C,Offline,1.3
,2023-01-31,C1011,,Female,South,Furniture,582.62,14.1,2.0,Debit Card,,Offline,4.0
T000529,2023-02-08,C1089,Jessica Hernandez,Female,south,Furnitures,630.27,1.09,7.0,Credit Card,Store B,Online,4.5
T000530,2024-02-12,C1364,Jennifer Ware,Male,East,Furnitures,196.94,,6.0,Online Payment,Store B,Online,
T000531,2024-05-09,C1033,Caleb Alvarez,Female,,Grocery,163.09,,2.0,Cash,Store A,Online,1.4
T000532,2024-01-11,C1124,Kurt Taylor,Male,Est,Grocery,217.68,4.69,1.0,Cash,Store A,Online,1.8
T000533,2023-12-04,C1151,Michael Sampson,Male,NORTH,electronic,374.12,,5.0,Credit Card,Store B,Online,1.8
,2023-08-01,C1259,Jesse Smith,Male,,electronic,,11.72,8.0,Online Payment,Store A,Offline,2.3
T000535,2024-12-09,,Jared Smith,Male,south,Grocery,830.95,9.16,10.0,Credit Card,Store B,Offline,1.3
T000536,2023-01-09,C1395,Candice Parker DDS,Male,,Furnitures,,11.82,,Debit Card,Store D,Online,1.5
T000537,2024-05-22,C1271,Lindsey Jones,Female,south,Clothing,400.87,14.06,5.0,Credit Card,Store A,Offline,2.8
T000538,2023-06-26,C1365,Yolanda Stewart,Female,WST,Furnitures,949.6,,4.0,Credit Card,Store B,Online,3.0
T000539,2024-01-07,C1012,Kelli Moore,Female,South,Clothing,692.25,1.86,7.0,Credit Card,Store B,Offline,1.3
T000540,2023-03-19,C1068,Kristen Barnes,Male,West,Electronics,976.19,7.02,9.0,Debit Card,Store D,Offline,3.9
T000541,2023-12-21,C1221,Tammy Bennett,Female,NORTH,ELECTRONIC,,5.48,7.0,,Store D,Offline,2.4
T000542,2023-08-12,C1155,James Maldonado,Female,WST,Furnitures,476.54,,7.0,Debit Card,Store D,Online,3.9
T000543,2023-08-02,C1325,Kayla May,Female,WST,Electronics,399.55,,6.0,Debit Card,Store D,Online,
T000544,2024-12-26,C1049,Adam Barry,Female,East,Grocery,421.54,6.34,5.0,Online Payment,Store A,Online,4.3
T000545,2024-06-05,,Daniel Williams,Male,,electronic,855.53,,9.0,Online Payment,Store D,Offline,4.8
T000546,2024-01-05,C1189,,Male,south,Grocery,,13.25,1.0,Debit Card,Store B,Online,
T000547,2024-05-13,C1316,Cassandra Fields,Female,North,Furnitures,195.77,9.79,9.0,Credit Card,Store B,Online,4.4
T000548,2024-06-07,C1401,Larry Valencia,Male,East,Clothing,,13.47,7.0,Debit Card,Store C,Online,4.6
T000549,,C1490,Zachary Mann,Male,North,,99.63,6.22,9.0,Credit Card,Store A,,
,2024-04-14,C1207,Bryan Shaw,Female,NORTH,ELECTRONIC,525.33,,5.0,Online Payment,Store B,Offline,2.2
T000551,2024-09-05,C1342,Elizabeth Swanson,Female,East,Electronics,521.64,11.92,8.0,Credit Card,Store B,Offline,4.5
T000552,2023-06-26,C1083,Kimberly Alexander,Male,West,Clothing,331.13,8.02,8.0,Debit Card,Store C,Offline,
T000553,2024-09-05,C1463,Andrew Sanchez,Male,,Furnitures,221.64,,2.0,Online Payment,Store B,Online,4.5
T000554,2023-05-31,C1282,Cynthia Ewing,,West,ELECTRONIC,151.81,3.79,6.0,Online Payment,Store B,Online,1.3
T000555,2023-10-26,C1488,Crystal Franklin,Female,West,Clothing,628.37,3.32,10.0,Online Payment,Store A,Online,3.2
T000556,2023-12-09,C1075,Crystal Jones,Male,NORTH,,884.79,,8.0,Credit Card,Store C,Online,4.1
T000557,2023-01-21,,,Female,West,Furnitures,634.95,8.57,4.0,Cash,Store D,Online,
T000558,2024-11-29,C1185,Amanda Hamilton,Female,West,Furnitures,247.97,5.78,1.0,Credit Card,Store C,Offline,3.0
T000559,2023-10-31,C1246,Louis Bernard,Female,West,Furnitures,565.87,,,Cash,Store A,Offline,2.7
T000560,2023-04-01,,Christian Barajas,Male,West,ELECTRONIC,482.66,2.53,7.0,Cash,Store B,Online,2.7
T000561,2023-06-19,C1365,Evelyn Rivera,Male,south,Grocery,119.3,6.76,10.0,,Store A,Offline,4.0
T000562,2024-04-07,C1095,Diana Hines,Male,NORTH,Furniture,247.87,,6.0,Cash,Store A,Online,1.3
T000563,2023-02-09,C1288,Terrence Thompson,Female,WST,ELECTRONIC,49.16,,10.0,Debit Card,Store D,Offline,4.0
T000564,2024-07-05,C1345,Carol Kramer,Male,East,Furniture,297.57,7.47,7.0,,Store C,Offline,3.6
T000565,2023-08-20,C1405,Amy Mitchell,Female,Est,Clothing,539.22,,1.0,Debit Card,Store A,Offline,4.1
T000566,2024-06-27,C1100,Sarah Wilson,Female,North,,237.36,8.81,3.0,Debit Card,Store C,Online,3.8
T000567,2024-03-20,C1365,John Carey,Female,,Furniture,41.29,,1.0,Cash,Store D,,4.0
T000568,2024-06-28,C1054,Eric Gaines,Female,North,,253.09,1.68,3.0,Online Payment,Store C,Online,2.1
,2023-05-25,C1419,Stephanie Kelley,Female,North,Furnitures,876.42,8.12,1.0,Cash,Store C,Offline,3.3
T000570,2024-06-03,C1268,Ashley Sparks,Male,NORTH,electronic,929.08,,1.0,,Store C,,1.9
T000571,2024-07-23,C1311,David Crawford,Male,NORTH,Furnitures,333.56,13.07,2.0,Credit Card,Store D,,2.9
T000572,2023-04-10,C1413,Linda Martinez MD,Female,Est,Grocery,922.06,13.06,4.0,Online Payment,Store B,Online,3.1
T000573,2023-08-24,C1411,Keith Anthony,Male,North,Electronics,983.02,2.56,,Debit Card,Store B,,4.1
T000574,2023-04-03,C1478,,Male,,Clothing,369.31,0.02,8.0,Cash,Store D,,
T000575,2024-12-14,C1418,Anna Baker,Male,WST,Furniture,517.05,8.96,7.0,Credit Card,Store B,Offline,
,2023-05-15,C1323,Michael Mason,Male,NORTH,Electronics,267.94,,10.0,Cash,Store A,Online,
T000577,2024-07-06,C1199,Jennifer Hale,Male,WST,Grocery,279.82,5.76,,Online Payment,Store C,Offline,
T000578,2024-07-26,C1150,Eddie Gonzales,Female,North,Furniture,548.24,11.16,4.0,Online Payment,Store B,Offline,
T000579,2023-11-29,C1421,Brooke Castro,Female,West,Furniture,835.06,10.11,8.0,,Store D,Online,2.0
T000580,,C1122,Andrew Perry,Male,South,Furnitures,173.62,9.12,4.0,,,Online,2.6
T000581,2024-03-06,C1227,Randy Smith,Male,West,Furniture,923.36,7.51,3.0,Cash,Store C,Online,1.6
T000582,2024-05-30,C1115,Heather Davis,Male,south,ELECTRONIC,248.49,14.16,,Debit Card,Store B,Online,4.2
T000583,2023-07-13,C1117,William Ferguson,Male,Est,Grocery,194.1,,5.0,Credit Card,Store A,Offline,1.6
T000584,2024-04-06,C1077,Dr. Patricia Conner,Female,,Grocery,760.13,10.4,7.0,Cash,Store C,Online,1.1
T000585,2024-05-05,C1128,Rachel Mcdonald,Female,WST,Grocery,,3.31,,Credit Card,Store C,Offline,3.0
T000586,2024-12-27,C1448,Cindy Bradley,Female,South,Furniture,168.26,,6.0,Online Payment,,Offline,4.4
T000587,2023-11-30,C1330,Joshua Allen,,North,Furnitures,166.92,1.75,,Credit Card,Store B,Online,3.7
T000588,2023-10-01,C1211,Brent Payne,Male,NORTH,ELECTRONIC,348.57,8.33,7.0,Credit Card,Store D,Online,3.4
T000589,2023-11-18,C1500,Julia Newton,Female,,electronic,848.28,9.99,7.0,Cash,Store C,Online,
T000590,2023-09-03,C1188,,Male,North,,,4.1,3.0,Debit Card,Store D,Online,2.4
T000591,,,Charles Ellison,Female,North,Grocery,323.84,4.59,10.0,Debit Card,Store A,Online,1.1
T000592,2024-03-31,C1067,Kelly May,Male,North,Furnitures,687.96,6.98,9.0,Credit Card,Store B,Online,2.1
T000593,2023-01-16,C1198,Dennis Cook,Female,South,Furniture,751.37,11.32,7.0,Credit Card,Store A,Offline,2.6
T000594,2023-04-25,C1350,Diana Morrison,Female,South,Clothing,28.19,3.81,8.0,Cash,Store D,Online,3.6
T000595,,C1048,Luis Mcdaniel,Female,,Furnitures,155.04,,2.0,Online Payment,Store B,Offline,2.4
T000596,2024-03-18,C1030,George Mills,Female,south,Clothing,661.89,11.54,10.0,Debit Card,Store D,Online,2.2
T000597,2024-11-19,C1393,Michelle Spence,,south,Grocery,878.51,13.51,8.0,Cash,Store A,Offline,3.1
,2023-11-16,C1489,James Griffin,Female,North,ELECTRONIC,492.21,2.79,1.0,Online Payment,Store B,Online,3.9
T000599,2024-12-15,C1009,Stephanie Guzman,Male,West,Clothing,,,6.0,Credit Card,Store A,,
T000600,2023-12-16,C1082,Jeffery Cruz,Female,South,Furniture,499.63,3.13,5.0,Credit Card,Store D,Online,2.5
T000601,2023-02-06,C1334,Veronica Cole,Male,East,Furniture,592.42,,9.0,Online Payment,Store C,Offline,3.5
,2023-08-07,,Elizabeth Pace,Female,West,Furniture,653.62,8.3,2.0,Cash,Store C,Online,1.3
T000603,2024-11-16,C1388,Andrew Raymond,Female,,Grocery,695.1,11.2,1.0,Debit Card,Store A,Offline,
T000604,2024-07-02,C1174,Aaron Scott,Male,,Furnitures,191.72,,10.0,Cash,Store B,Online,3.4
T000605,2023-02-03,C1115,Mrs. Nicole Norton,Female,WST,Clothing,786.28,,6.0,Debit Card,Store C,,2.2
,2023-05-19,,Jessica Cook,Female,North,Furniture,664.54,8.04,4.0,Cash,Store A,Online,4.8
T000607,,C1261,Paul Weaver,Male,WST,Grocery,296.18,2.09,10.0,Cash,Store B,Online,1.2
,2024-11-07,C1262,Ricardo Jones,Male,South,Grocery,285.92,,8.0,Debit Card,Store A,Online,5.0
T000609,2023-07-15,C1148,Michael Boyle,Female,South,Furnitures,729.77,9.09,6.0,Debit Card,Store D,Offline,4.6
T000610,2024-10-25,,Curtis Woods,,North,Clothing,,0.14,6.0,Cash,Store A,Online,3.9
T000611,2023-09-28,C1025,Shane Walker,Male,NORTH,Grocery,,,6.0,Online Payment,Store C,Offline,2.1
T000612,2024-10-07,C1096,Timothy Barton,Female,south,Furniture,289.83,10.03,3.0,Online Payment,Store A,Online,3.1
T000613,2023-11-29,C1098,Kenneth Thornton,Male,East,electronic,81.32,,,Debit Card,Store C,Online,4.4
T000614,2023-02-18,C1336,Rebecca Martinez,Female,NORTH,Grocery,24.09,,7.0,Debit Card,Store C,Offline,4.7
T000615,2024-03-12,C1271,,Female,South,ELECTRONIC,16.97,10.4,10.0,Cash,Store C,Online,2.2
T000616,2023-04-24,C1039,Melissa Dickerson,Male,WST,,107.32,4.23,5.0,,Store C,Online,3.8
T000617,2023-03-11,C1171,Martha Hernandez,Male,Est,Furniture,942.41,5.47,,Debit Card,Store D,Offline,3.3
T000618,2024-09-01,C1324,Cynthia Brennan DDS,Male,South,,554.57,12.71,5.0,Online Payment,Store C,Offline,2.4
T000619,2024-09-23,C1149,Larry Whitaker,Male,West,Grocery,651.45,13.97,9.0,Online Payment,Store A,Offline,4.5
T000620,2024-11-09,C1416,Cynthia Sherman,Male,NORTH,ELECTRONIC,,7.04,1.0,Online Payment,Store B,Offline,3.6
T000621,2023-11-26,C1233,Caroline Love,Female,Est,Furnitures,319.37,,3.0,Online Payment,Store C,Offline,3.9
T000622,2023-06-24,C1014,Thomas Summers,Female,south,ELECTRONIC,334.47,7.76,9.0,Cash,Store D,Offline,
T000623,2023-09-24,C1116,,Female,Est,electronic,406.53,3.9,10.0,Online Payment,Store A,Offline,3.2
T000624,2023-10-13,C1049,Nancy Waller,Female,NORTH,,754.92,1.39,8.0,Debit Card,Store B,,1.8
T000625,2023-02-03,C1498,Angela Davis,Female,East,Furnitures,573.7,8.57,7.0,Cash,Store B,,2.7
T000626,2023-08-08,C1160,Stephen Townsend,Female,West,ELECTRONIC,114.13,10.7,3.0,Credit Card,Store C,,
T000627,2024-07-08,C1326,Angelica Wilson,Male,North,Grocery,563.03,8.23,,Credit Card,Store C,Offline,4.2
T000628,2024-06-04,C1311,Jennifer Soto,Male,South,Clothing,728.23,9.26,4.0,Online Payment,Store D,Online,2.9
T000629,2024-06-28,C1400,Jerry Tucker,Male,North,Electronics,430.74,14.78,5.0,Credit Card,Store C,Offline,1.4
T000630,2023-09-03,C1396,Heather Roberson,Male,NORTH,Electronics,758.89,5.48,7.0,Credit Card,Store C,Offline,3.7
T000631,,C1172,Juan Finley,Female,WST,Electronics,587.68,0.47,9.0,Online Payment,Store C,Offline,4.7
T000632,2023-10-06,C1026,Amanda Gordon,Male,West,Electronics,142.86,5.93,3.0,Credit Card,,Online,
T000633,2024-01-02,C1015,Arthur Hayes,Female,North,Grocery,400.8,,3.0,Credit Card,Store C,,4.8
T000634,2024-02-11,C1138,Zachary Cuevas,Female,West,Electronics,731.83,6.52,,Online Payment,Store B,Offline,4.6
T000635,2023-06-09,C1369,Zachary Martin,Female,south,Electronics,105.43,,,Credit Card,Store C,Online,2.1
T000636,2024-09-30,C1448,Christina Mclean,Male,West,Grocery,75.75,,4.0,Cash,Store D,Offline,
T000637,2024-11-01,C1337,Timothy Smith,Male,North,Grocery,144.11,6.6,3.0,Online Payment,Store A,Offline,1.6
T000638,2023-11-01,C1037,David Jackson,Male,WST,Electronics,204.61,,3.0,Cash,Store A,Offline,4.0
T000639,,C1095,Dawn Thompson,,North,Clothing,91.3,2.92,5.0,Credit Card,Store A,Online,
T000640,2024-03-07,C1014,Nicole Olsen,Female,East,electronic,786.09,11.89,2.0,Cash,Store D,Online,1.8
T000641,2024-07-31,C1362,Michelle Riley,Female,WST,Grocery,949.46,5.02,9.0,Debit Card,,Online,4.3
T000642,2024-12-17,C1229,Cindy Williams,Male,North,Electronics,798.58,8.97,7.0,Debit Card,Store D,Offline,4.4
T000643,2024-07-23,C1048,Lindsey Alvarez,,,Clothing,,,2.0,Online Payment,Store C,Offline,2.1
T000644,2023-09-29,C1095,David Wall,Female,WST,Furnitures,715.56,,2.0,Cash,Store B,Online,3.3
T000645,2024-03-21,C1202,Thomas Bass,Female,West,Clothing,151.46,,2.0,Cash,Store D,Online,4.5
T000646,2024-05-03,C1161,Kelli Lynch,Male,WST,Clothing,816.42,13.54,3.0,Credit Card,,Online,
T000647,2024-02-21,C1170,Kimberly Hardy,Female,East,Furniture,818.36,2.77,6.0,Credit Card,Store D,Offline,1.4
,2023-11-04,,Dalton Farmer,Male,Est,Electronics,885.56,9.56,6.0,Debit Card,Store B,Offline,
T000649,2024-03-11,,Miss Christina Cummings,Male,NORTH,ELECTRONIC,843.41,4.09,7.0,,Store B,Offline,2.1
T000650,2024-08-25,,Bobby Henderson,Male,Est,Electronics,229.38,,1.0,Debit Card,Store B,Online,2.8
T000651,2024-01-04,C1304,,Male,NORTH,Grocery,341.14,,6.0,Credit Card,Store C,Online,
T000652,2023-07-22,C1138,Mr. William Adams,Male,East,Furnitures,706.67,0.79,3.0,Cash,Store B,Online,2.0
T000653,2024-09-04,C1452,Patrick Crane,Female,WST,Electronics,219.26,,7.0,Online Payment,Store C,Offline,4.4
T000654,2023-11-07,C1091,Ian Kim,Male,south,electronic,833.23,3.92,2.0,Credit Card,Store A,Online,4.7
T000655,2024-01-04,C1013,Gina Cooper,Female,West,Electronics,938.87,7.67,2.0,Cash,Store C,Offline,1.7
T000656,2024-07-19,C1242,Travis King,Male,South,Furniture,650.51,5.56,5.0,Cash,Store D,Online,1.1
,2023-05-11,C1098,Mrs. Sarah Cruz,Female,West,Clothing,890.41,7.5,10.0,Cash,Store C,Offline,4.7
T000658,2023-03-29,C1290,Jane Stewart,Male,East,Grocery,,10.47,2.0,Debit Card,Store C,Offline,3.2
,,C1252,Denise Baldwin,Male,WST,Clothing,817.93,,5.0,Debit Card,Store B,Online,3.3
T000660,2024-04-16,C1392,,Female,East,electronic,685.51,13.53,3.0,Online Payment,Store B,Online,4.0
,2023-05-31,C1463,Luis Evans,Male,WST,Furniture,,,8.0,Online Payment,,Online,3.8
T000662,,C1378,Haley Davenport,Male,NORTH,Grocery,367.47,8.54,2.0,Cash,Store A,Offline,1.7
T000663,2023-07-15,C1237,Derek Hernandez,Male,North,Clothing,117.4,7.79,2.0,Credit Card,Store D,Online,
T000664,2023-12-21,C1009,,Male,NORTH,Furnitures,947.48,11.21,,Debit Card,Store B,Offline,1.4
T000665,2024-04-26,C1461,Steven Hodge,Female,North,Clothing,571.55,13.79,6.0,Online Payment,,Offline,4.0
T000666,2023-11-23,C1214,Julie Schwartz,Male,,Electronics,709.1,9.5,10.0,Online Payment,Store D,Offline,1.4
T000667,2023-01-22,C1351,Kayla Harvey,Male,WST,Clothing,357.09,4.63,7.0,Debit Card,,Offline,3.7
T000668,2023-04-16,C1327,Kathy Ramirez,,East,Furniture,241.29,13.44,2.0,Debit Card,Store A,Offline,3.8
T000669,2023-03-01,C1166,Terry Smith,Female,,Grocery,216.88,10.69,7.0,Debit Card,Store A,Offline,2.7
T000670,2024-06-27,C1247,,Female,Est,ELECTRONIC,117.56,3.41,10.0,Debit Card,Store C,Online,1.2
T000671,2023-01-09,C1094,Ryan Williams,Female,,Furniture,911.57,7.94,6.0,,Store B,Online,4.2
,2023-06-05,C1286,Robin Phillips,Male,Est,electronic,583.78,,1.0,Credit Card,Store D,Online,3.1
T000673,2023-09-06,C1174,David Schroeder,Male,WST,Clothing,472.68,,9.0,Credit Card,Store B,Offline,3.8
T000674,2023-05-08,C1005,Steven Jackson,Male,WST,Electronics,32.56,2.56,3.0,Credit Card,Store D,Online,2.7
T000675,2023-02-19,C1234,Ashlee Little,Female,NORTH,,202.85,,1.0,Debit Card,Store D,Offline,2.7
T000676,2024-09-06,C1158,Erik Maldonado,Male,East,Clothing,812.09,6.73,3.0,Debit Card,Store B,Offline,2.7
T000677,2023-10-15,,Lauren Hamilton,Female,WST,Electronics,761.93,,2.0,Online Payment,Store A,Online,3.4
T000678,2024-01-09,C1362,Leslie Robertson,Female,North,Grocery,40.66,10.89,5.0,Debit Card,Store D,Offline,4.3
T000679,2023-02-10,C1332,James Lester,Female,East,Electronics,517.83,2.61,7.0,Cash,Store D,Online,3.8
T000680,,C1294,Marvin Harris,Female,,ELECTRONIC,395.47,2.16,4.0,Cash,Store B,Offline,3.7
T000681,2024-10-13,C1361,Nicholas Buchanan,Male,WST,Electronics,845.58,12.79,7.0,,Store B,Offline,4.6
T000682,2024-04-05,C1471,Brent Rivera,Female,south,Furniture,242.74,,3.0,Debit Card,Store C,Offline,2.3
T000683,2023-12-18,C1017,Jason Miles,Female,West,Furnitures,653.42,12.91,3.0,Cash,Store C,Offline,4.0
T000684,2023-05-12,,,Male,Est,ELECTRONIC,498.15,0.84,7.0,Online Payment,Store C,Online,2.5
T000685,2024-04-25,C1054,Richard York,Male,South,ELECTRONIC,,,2.0,Online Payment,Store B,,2.1
T000686,2023-11-28,C1284,Kara Cardenas,Male,South,Electronics,111.58,4.73,8.0,Online Payment,Store A,Online,4.5
T000687,2024-05-27,C1039,Tracy Boyd,Female,Est,Furniture,655.79,,7.0,Credit Card,Store D,Online,4.4
T000688,2023-12-27,C1309,Shaun Lewis,Male,East,Furniture,76.65,,1.0,Cash,Store B,Online,2.0
T000689,2024-09-20,C1156,Derrick Graham,Female,south,Grocery,560.42,7.15,2.0,Online Payment,,Online,1.3
T000690,2024-03-15,C1417,Julia Williams,Female,south,ELECTRONIC,574.13,12.55,8.0,Cash,Store D,Online,3.7
T000691,,C1233,Christine Bullock,Female,WST,Electronics,26.7,3.98,9.0,Debit Card,Store A,Online,1.0
T000692,2024-03-21,C1080,Bobby Lewis,Female,,Clothing,401.3,8.8,1.0,,Store B,Online,4.2
T000693,2024-08-24,C1235,Katherine Andrews,Male,south,electronic,350.64,10.38,10.0,Debit Card,Store A,Online,3.6
T000694,2024-08-07,C1484,Rebecca Singh,Male,south,Grocery,994.73,11.66,8.0,,Store A,Online,4.3
T000695,,C1092,John Johnson,,South,Grocery,776.48,7.58,2.0,Debit Card,Store B,Online,3.7
T000696,2023-02-10,C1058,,Female,South,Clothing,468.59,3.63,6.0,Online Payment,Store C,Online,2.4
T000697,2024-09-26,C1201,,Male,south,electronic,818.97,8.68,5.0,Online Payment,Store C,Online,3.6
T000698,2023-01-20,C1308,,Male,south,ELECTRONIC,615.87,11.38,3.0,Online Payment,Store C,Offline,2.1
T000699,2024-09-12,C1440,Jessica Santos,Male,West,Electronics,909.58,14.28,1.0,Debit Card,Store C,,4.7
T000700,2023-04-24,,Allison Anderson,Female,North,Electronics,623.72,,1.0,Cash,Store B,Offline,3.4
T000701,2023-07-23,C1384,Mary Baker,Female,North,Clothing,372.49,5.92,10.0,,Store A,Online,2.6
T000702,2023-07-18,,Victoria Webster,Female,South,Electronics,987.54,3.65,6.0,Online Payment,Store D,Offline,1.8
T000703,2023-04-01,C1297,Gregory Hines,Female,South,Clothing,,,7.0,,Store C,Online,
,2023-10-25,C1048,Gary Medina,Male,Est,electronic,,5.77,2.0,Debit Card,Store C,Online,3.0
T000705,2023-07-02,C1451,Michael Perez,Female,,Electronics,642.94,14.82,10.0,Debit Card,Store C,Offline,4.3
,2024-03-27,C1498,Riley Moreno,Male,,,580.84,,8.0,Online Payment,Store A,Offline,2.4
